chr1	134230064	+
chr1	58714963	-
chr1	8352741	-
chr1	25124320	-
chr1	33510655	-
chr1	109050537	-
chr1	125228714	-
chr1	75482399	-
chr1	167801283	+
chr1	176178579	+
chr1	184562482	+
chr1	167792242	+
chr1	167797566	+
chr1	11965982	+
chr1	11591901	+
chr1	13615979	-
chr1	10314807	-
chr1	20980921	+
chr1	32714582	+
chr1	37668520	-
chr1	36619540	-
chr1	40912111	+
chr1	36656818	-
chr1	46430394	+
chr1	44059815	+
chr1	55811128	+
chr1	51275229	-
chr1	62688857	+
chr1	60830202	+
chr1	70771704	+
chr1	71289663	-
chr1	68086539	-
chr1	70771705	+
chr1	82892849	+
chr1	80497647	-
chr1	89137062	+
chr1	88174858	+
chr1	88149065	+
chr1	95518552	+
chr1	93312558	-
chr1	97484258	-
chr1	99602622	-
chr1	102382518	+
chr1	121554669	-
chr1	127810212	-
chr1	130134311	+
chr1	133151178	-
chr1	140381290	-
chr1	135276894	+
chr1	137331156	-
chr1	138428087	+
chr1	136328917	+
chr1	162186702	-
chr1	164601915	-
chr1	161855052	+
chr1	160621916	+
chr1	174066627	+
chr1	171902437	-
chr1	176989206	-
chr1	180885169	-
chr1	180413379	+
chr1	186636946	-
chr1	190038762	+
chr1	3204562	-
chr1	4899656	-
chr1	4280926	-
chr1	5152629	+
chr1	4887989	+
chr1	6851020	+
chr1	9550913	-
chr1	9892648	+
chr1	10126848	+
chr1	9958706	-
chr1	11293762	+
chr1	13129239	-
chr1	12856630	-
chr1	12850452	+
chr1	13103508	-
chr1	14159038	-
chr1	15704294	+
chr1	16218890	-
chr1	16122630	+
chr1	16632845	-
chr1	15843942	-
chr1	16985020	-
chr1	19156412	+
chr1	20047859	-
chr1	21255639	+
chr1	21388483	-
chr1	22278502	-
chr1	23852465	-
chr1	24823145	+
chr1	24259576	+
chr1	24264521	-
chr1	26738645	-
chr1	28832966	-
chr1	34365496	+
chr1	33908896	-
chr1	34869598	+
chr1	36585081	+
chr1	36839660	+
chr1	36849033	-
chr1	37473929	-
chr1	38234171	-
chr1	38003582	-
chr1	37811620	-
chr1	38109630	-
chr1	39428341	-
chr1	39420084	+
chr1	38920717	-
chr1	40373021	+
chr1	40505206	+
chr1	40083154	+
chr1	40825729	+
chr1	40522258	+
chr1	42705044	-
chr1	43627362	+
chr1	43104113	-
chr1	44163390	-
chr1	44853680	+
chr1	45431175	-
chr1	45880457	+
chr1	51244113	+
chr1	51806609	-
chr1	53246031	-
chr1	52977703	+
chr1	52708762	+
chr1	54425570	+
chr1	53987658	-
chr1	53863717	-
chr1	55042012	-
chr1	54702183	-
chr1	56850824	-
chr1	58257295	+
chr1	58463391	+
chr1	58005240	+
chr1	58082740	+
chr1	58579649	-
chr1	58083120	+
chr1	59219599	-
chr1	59107349	-
chr1	58957293	-
chr1	59409212	+
chr1	59691352	+
chr1	60391548	+
chr1	60207877	+
chr1	60444230	+
chr1	59927702	+
chr1	60540028	-
chr1	60042189	+
chr1	62843664	+
chr1	62865265	+
chr1	63619792	+
chr1	63669424	-
chr1	63643088	+
chr1	64772215	+
chr1	64651121	+
chr1	64082246	-
chr1	64835694	-
chr1	65325269	+
chr1	65435817	+
chr1	66765816	-
chr1	66970869	-
chr1	66745721	+
chr1	66489156	+
chr1	67277021	+
chr1	69577783	-
chr1	70931970	+
chr1	71632096	-
chr1	72205806	-
chr1	72899044	+
chr1	72689553	-
chr1	72473685	-
chr1	73956804	-
chr1	74194803	+
chr1	74194796	+
chr1	74482083	-
chr1	75242266	+
chr1	75013919	-
chr1	74850748	+
chr1	75364784	-
chr1	74948653	-
chr1	74744546	+
chr1	77363759	-
chr1	78097841	-
chr1	78534747	+
chr1	78416860	+
chr1	79790895	-
chr1	81268225	+
chr1	82447297	-
chr1	82441940	+
chr1	82718633	+
chr1	83252355	-
chr1	84366413	-
chr1	84717763	-
chr1	84032867	-
chr1	85210336	+
chr1	87606022	+
chr1	87952030	+
chr1	88946671	+
chr1	88994576	-
chr1	88439589	-
chr1	89347384	+
chr1	90116576	+
chr1	89689002	+
chr1	89617082	+
chr1	90115572	+
