chr1	268298677	-
chr1	42065391	+
chr1	8098758	-
chr1	50873566	+
chr1	33511431	-
chr1	92416062	+
chr1	142574432	-
chr1	168094373	+
chr1	159198114	-
chr1	184683038	+
chr1	193151614	+
chr1	260038181	-
chr1	226436245	-
chr1	4022061	-
chr1	10447775	-
chr1	18602549	-
chr1	26865460	-
chr1	39080013	+
chr1	37751715	+
chr1	48236032	+
chr1	49266485	-
chr1	66246429	+
chr1	82806008	-
chr1	77549160	-
chr1	84938419	+
chr1	91207013	-
chr1	84980711	+
chr1	89135536	+
chr1	105994387	+
chr1	101674361	-
chr1	107260904	+
chr1	113167713	-
chr1	115353513	+
chr1	130265821	+
chr1	128033741	+
chr1	153718064	-
chr1	163514242	+
chr1	162537178	+
chr1	169882329	+
chr1	172076148	+
chr1	173055806	+
chr1	183278633	-
chr1	200285415	+
chr1	194982173	-
chr1	196392972	-
chr1	205521653	+
chr1	206573170	+
chr1	208723385	+
chr1	214349260	+
chr1	212897408	+
chr1	223490457	+
chr1	224446274	+
chr1	224449189	+
chr1	225497585	+
chr1	221270573	+
chr1	224445823	+
chr1	227445871	-
chr1	233832541	+
chr1	248041912	+
chr1	250659564	+
chr1	249441812	-
chr1	256221066	-
chr1	257923299	-
chr1	264241498	+
chr1	267387467	+
chr1	269475567	-
chr1	274714589	-
chr1	272705420	+
chr1	276060203	+
chr1	277412522	-
chr1	287309701	-
chr1	401148	+
chr1	2810604	-
chr1	3428889	+
chr1	3564343	+
chr1	5535191	-
chr1	5535329	-
chr1	6413419	-
chr1	7223401	+
chr1	6965112	+
chr1	8990541	-
chr1	9445187	-
chr1	9953695	+
chr1	15072108	-
chr1	16655186	+
chr1	17438271	-
chr1	17160995	+
chr1	16860050	-
chr1	19080396	+
chr1	20730429	-
chr1	21898479	+
chr1	21615269	-
chr1	22742821	+
chr1	23721817	-
chr1	25080688	+
chr1	30031363	+
chr1	33159606	-
chr1	33123738	+
chr1	33437367	+
chr1	33802631	-
chr1	33676581	-
chr1	37622671	+
chr1	39184214	-
chr1	41866418	+
chr1	42931331	+
chr1	42252614	+
chr1	42348568	+
chr1	43822670	-
chr1	44896238	-
chr1	44857090	+
chr1	44845801	+
chr1	44837523	+
chr1	45032472	+
chr1	45034144	+
chr1	45451204	+
chr1	48130893	+
chr1	47953571	+
chr1	48430484	+
chr1	48590970	-
chr1	48505760	+
chr1	51234469	-
chr1	51043919	-
chr1	51035498	+
chr1	52207883	+
chr1	51488766	-
chr1	51757960	-
chr1	53617429	-
chr1	54248196	-
chr1	54371828	-
chr1	53587607	-
chr1	55274511	-
chr1	54747730	+
chr1	54801261	+
chr1	57565315	+
chr1	60230965	-
chr1	60223769	-
chr1	60686567	+
chr1	63180052	+
chr1	63300008	-
chr1	64573368	+
chr1	65722904	+
chr1	66959010	+
chr1	69853740	-
chr1	70986045	+
chr1	70729659	-
chr1	71382516	-
chr1	73020964	+
chr1	73246707	-
chr1	72846716	-
chr1	73764567	-
chr1	75367859	+
chr1	75241680	+
chr1	75750749	-
chr1	75625470	-
chr1	76148776	-
chr1	76883469	+
chr1	77849695	-
chr1	77823864	-
chr1	79530174	-
chr1	79320745	+
chr1	81534458	+
chr1	81896926	-
chr1	83758471	+
chr1	83226742	-
chr1	83497901	+
chr1	84644036	-
chr1	84830392	+
chr1	85602676	+
chr1	85190235	-
chr1	85379608	-
chr1	86507461	-
chr1	86263135	+
chr1	88439882	-
chr1	88993992	-
chr1	89782876	-
chr1	89269483	+
chr1	89511746	-
chr1	89921237	+
chr1	90688658	-
chr1	91343530	-
chr1	91681355	-
chr1	93134891	-
chr1	92659065	-
chr1	92833455	+
chr1	93090726	+
chr1	93825018	-
chr1	99992977	-
chr1	100067148	-
chr1	101572090	-
chr1	102357042	-
chr1	102493175	-
chr1	102629838	+
chr1	101961564	-
chr1	102237164	+
chr1	101847649	+
chr1	103951991	+
chr1	106250501	+
chr1	108405239	+
chr1	113844282	-
chr1	114275042	+
chr1	115228227	+
chr1	115658972	+
chr1	115991039	+
chr1	117311748	+
chr1	117834010	+
chr1	125029450	-
chr1	126655814	+
chr1	126361718	+
chr1	127243075	-
chr1	128248472	-
chr1	128856461	+
chr1	128060801	+
chr1	129757885	-
chr1	129276145	-
chr1	129551866	-
chr1	134366956	-
chr1	135785355	-
chr1	136802246	-
chr1	137657432	-
chr1	138312522	+
chr1	140868262	-
chr1	142488536	+
chr1	141814238	-
chr1	143476884	-
chr1	143002912	+
chr1	143127276	-
chr1	143936560	+
chr1	144308591	-
chr1	144114218	-
chr1	143815983	+
chr1	144387024	-
chr1	144101789	+
chr1	144554175	-
chr1	145668710	+
chr1	145490042	+
chr1	145131588	+
chr1	146689641	+
chr1	147327951	-
chr1	147672437	-
chr1	147177235	-
chr1	148143255	-
chr1	152585294	+
chr1	152823435	-
chr1	152452883	+
chr1	152309826	+
chr1	152178212	+
chr1	154103293	+
chr1	155421792	-
chr1	157285106	+
chr1	158095424	+
chr1	158466620	+
chr1	160360860	+
chr1	160037250	-
chr1	160761650	+
chr1	163993906	+
chr1	168568611	+
chr1	168486050	+
chr1	168718198	+
chr1	168218632	+
chr1	169089654	+
chr1	169637801	+
chr1	169206711	-
chr1	170384254	-
chr1	170067081	-
chr1	171032499	-
chr1	171865433	+
chr1	171535948	-
chr1	171487834	+
chr1	171285996	-
chr1	172227725	-
chr1	172585547	+
chr1	172816711	+
chr1	173722019	+
chr1	173402760	-
chr1	173280298	+
chr1	174456248	-
chr1	174236012	+
chr1	176554524	+
chr1	177600833	-
chr1	178964739	+
chr1	178768238	+
chr1	181125789	-
chr1	180718641	-
chr1	181696090	+
chr1	181508455	-
chr1	181947529	-
chr1	182668662	-
chr1	182853968	+
chr1	182618402	+
chr1	183917155	+
chr1	184383030	+
chr1	185105412	+
chr1	185377699	+
chr1	185902797	+
chr1	190708744	-
chr1	191380854	+
chr1	191050206	+
chr1	192463973	+
chr1	192297033	+
chr1	195142159	-
chr1	195495013	+
chr1	195796294	-
chr1	197106547	+
chr1	196474508	-
chr1	196871500	+
chr1	196620113	+
chr1	197936218	+
chr1	197807239	+
chr1	197667766	+
chr1	198856173	+
chr1	198716445	+
chr1	199099550	+
chr1	198393452	+
chr1	200206225	+
chr1	199633338	+
chr1	199771888	+
chr1	199639138	+
chr1	200450378	+
chr1	203952928	+
chr1	204016933	-
chr1	204250285	+
chr1	204857972	-
chr1	205393865	+
chr1	205652320	+
chr1	206054688	+
chr1	206449421	+
chr1	207164060	+
chr1	207257111	+
chr1	206829263	-
chr1	208360444	+
chr1	208135293	-
chr1	208423112	+
chr1	208581537	+
chr1	207845487	-
chr1	209577458	+
chr1	211702232	+
chr1	211048999	-
chr1	212738953	+
chr1	214683448	-
chr1	216447389	-
chr1	216388309	+
chr1	217478055	-
chr1	218844836	+
chr1	218499896	+
chr1	221114664	-
chr1	220956740	-
chr1	221867137	-
chr1	222159087	-
chr1	221390852	+
chr1	221523285	+
chr1	223725411	-
chr1	223575625	-
chr1	223722250	-
chr1	224612596	-
chr1	224501042	-
chr1	225286481	-
chr1	225689352	-
chr1	225998825	+
chr1	226232744	+
chr1	227006247	-
chr1	227405538	-
chr1	228186740	-
chr1	227938570	+
chr1	229442052	+
chr1	229246772	+
chr1	228899339	+
chr1	229774187	+
chr1	229956970	-
chr1	229924706	+
chr1	231268680	-
chr1	231539312	-
chr1	232152285	+
chr1	232247185	-
chr1	233054183	+
chr1	233588173	+
chr1	233440844	+
chr1	233712491	+
chr1	232857003	-
chr1	233782662	+
chr1	233569923	-
chr1	233978192	+
chr1	234082490	-
chr1	235433951	+
chr1	236500553	+
chr1	238529968	-
chr1	240241194	-
chr1	240736859	+
chr1	241821769	-
chr1	241535912	+
chr1	242670356	-
chr1	242665780	+
chr1	243621052	+
chr1	245633194	-
chr1	246270845	-
chr1	246496969	-
chr1	247847959	-
chr1	249224590	-
chr1	249076635	+
chr1	248620546	-
chr1	249856474	-
chr1	250417767	+
chr1	250841368	+
chr1	252035193	+
chr1	253103250	-
chr1	254705433	+
chr1	255038055	-
chr1	255544863	-
chr1	257746461	+
