chr1	268445089	-
chr1	41876362	+
chr1	8608675	-
chr1	49684357	+
chr1	33564813	-
chr1	91957677	+
chr1	142615224	-
chr1	167615227	+
chr1	159407173	-
chr1	184473371	+
chr1	192644287	+
chr1	260071429	-
chr1	226508224	-
chr1	4313795	-
chr1	10495499	-
chr1	19574957	-
chr1	27299939	-
chr1	38434799	+
chr1	37717525	+
chr1	48140565	+
chr1	48140614	+
chr1	49684082	-
chr1	65854390	+
chr1	82854147	-
chr1	77811906	-
chr1	84925732	+
chr1	91234889	-
chr1	84925742	+
chr1	89114110	+
chr1	105631321	+
chr1	101737052	-
chr1	106397932	+
chr1	113822247	-
chr1	115265169	+
chr1	129985803	+
chr1	127884079	+
chr1	154407697	-
chr1	161406478	+
chr1	162529249	+
chr1	169866609	+
chr1	171925495	+
chr1	172929475	+
chr1	183588614	-
chr1	200246642	+
chr1	195048206	-
chr1	197295856	-
chr1	205519082	+
chr1	206522888	+
chr1	208653671	+
chr1	213838802	+
chr1	212790892	+
chr1	223154712	+
chr1	224312758	+
chr1	224312652	+
chr1	225437308	+
chr1	221249025	+
chr1	224028790	+
chr1	224197329	+
chr1	227574748	-
chr1	233807468	+
chr1	247027119	+
chr1	250540558	+
chr1	249714560	-
chr1	257537288	-
chr1	258182214	-
chr1	264226026	+
chr1	267369733	+
chr1	270580046	-
chr1	274748403	-
chr1	272540499	+
chr1	275416356	+
chr1	277912037	-
chr1	287379108	-
chr1	388172	+
chr1	391728	+
chr1	3143764	-
chr1	3400375	+
chr1	3522926	+
chr1	5682140	-
chr1	5681790	-
chr1	6818376	-
chr1	7100638	+
chr1	6891252	+
chr1	9111368	-
chr1	9665234	-
chr1	9755846	+
chr1	15083324	-
chr1	16641824	+
chr1	17650393	-
chr1	16961079	+
chr1	16922984	-
chr1	18958622	+
chr1	20879836	-
chr1	21819152	+
chr1	21643308	-
chr1	22621907	+
chr1	23761944	-
chr1	24707170	+
chr1	29910326	+
chr1	33201752	-
chr1	33029444	+
chr1	33392426	+
chr1	33853117	-
chr1	33697343	-
chr1	37582311	+
chr1	39200502	-
chr1	41780837	+
chr1	42667184	+
chr1	42162162	+
chr1	42325060	+
chr1	43918301	-
chr1	44967361	-
chr1	44804260	+
chr1	45348475	+
chr1	48084890	+
chr1	47692787	+
chr1	48334821	+
