chr1	66999824	+
chr1	33546713	+
chr1	50489625	-
chr1	16767166	+
chr1	8384389	+
chr1	25071759	+
chr1	92351835	-
chr1	100715408	-
chr1	92371558	-
chr1	184356149	+
chr1	176176369	-
chr1	150980972	+
chr1	226497197	-
chr1	2036154	+
chr1	2005085	+
chr1	1981908	+
chr1	6296043	-
chr1	2985741	+
chr1	1051735	-
chr1	6845383	+
chr1	2005424	+
chr1	23037330	+
chr1	22109687	-
chr1	20959947	+
chr1	29213602	+
chr1	28415147	-
chr1	31538563	-
chr1	26232992	-
chr1	32479490	+
chr1	27248223	+
chr1	29241087	+
chr1	35658742	-
chr1	39547088	+
chr1	36690016	+
chr1	34631442	-
chr1	46152301	-
chr1	44870959	+
chr1	48462561	-
chr1	43996546	+
chr1	53392900	+
chr1	51425935	-
chr1	58716210	-
chr1	54519273	+
chr1	52456435	-
chr1	55681038	-
chr1	61547533	+
chr1	59762624	+
chr1	61547979	+
chr1	64936475	+
chr1	63988943	-
chr1	65886334	+
chr1	65991371	+
chr1	61542945	+
chr1	62902382	+
chr1	62901974	+
chr1	70225857	+
chr1	72748276	-
chr1	77685131	-
chr1	76540388	+
chr1	90098643	+
chr1	87012758	+
chr1	86044045	-
chr1	95393583	+
chr1	94375011	-
chr1	93427078	-
chr1	107682744	+
chr1	107682628	+
chr1	111174095	-
chr1	113249677	-
chr1	114301776	-
chr1	113250024	-
chr1	112162404	+
chr1	110091185	+
chr1	118472371	+
chr1	120612316	-
chr1	144614958	+
chr1	145727665	+
chr1	149982685	-
chr1	156252619	-
chr1	154164608	-
chr1	154155724	-
chr1	155197324	-
chr1	165667986	+
chr1	164528596	+
chr1	161475204	+
chr1	175036993	+
chr1	170904611	+
chr1	170904635	+
chr1	171810620	+
chr1	173020102	-
chr1	183441505	+
chr1	179263016	+
chr1	177140632	+
chr1	182419255	+
chr1	180472021	-
chr1	178062863	+
chr1	186649558	-
chr1	198126107	+
chr1	197169671	-
chr1	206516199	+
chr1	202317829	+
chr1	217250311	-
chr1	210502249	+
chr1	210502639	+
chr1	217311096	-
chr1	216596737	-
chr1	210501595	+
chr1	212873326	-
chr1	217113014	-
chr1	217262986	-
chr1	217263195	-
chr1	217113016	-
chr1	220219999	-
chr1	225117355	+
chr1	220046618	+
chr1	231747835	-
chr1	231664398	+
chr1	228594516	-
chr1	229644087	-
chr1	236030219	-
chr1	238025474	+
chr1	236958580	+
chr1	241520477	-
chr1	246580713	-
chr1	245318286	+
chr1	247495044	-
chr1	246670643	-
chr1	248512076	+
chr1	763063	+
chr1	1711507	-
chr1	1310817	-
chr1	1655774	-
chr1	1182101	-
chr1	1709908	-
chr1	1710296	-
chr1	2160133	+
chr1	2487804	+
chr1	2706229	-
chr1	3668964	+
chr1	3773844	+
chr1	3528058	-
chr1	4715104	+
chr1	6086072	+
chr1	6106173	+
chr1	6105980	+
chr1	6052532	-
chr1	6094347	+
chr1	6052357	+
chr1	6557483	-
chr1	6445882	-
chr1	6580068	-
chr1	6453825	-
chr1	7844762	+
chr1	8003224	-
chr1	9189228	-
chr1	8877698	-
chr1	9294862	+
chr1	9970315	-
chr1	9884549	-
chr1	10093040	+
chr1	10270763	+
chr1	11322607	-
chr1	10856706	-
chr1	11159937	-
chr1	11042093	-
chr1	10535002	+
chr1	12185957	+
chr1	11796141	+
chr1	12040237	+
chr1	12290112	+
chr1	12123433	+
chr1	12704565	+
chr1	15573767	+
chr1	15256295	+
chr1	14925212	+
chr1	15478959	-
chr1	15250624	+
chr1	15272414	+
chr1	16174358	+
chr1	16678947	-
chr1	15853351	+
chr1	17046651	-
chr1	17307172	-
chr1	17445947	-
chr1	17308080	-
chr1	17531620	+
chr1	16939981	-
chr1	18081807	+
chr1	18434239	+
chr1	17866329	+
chr1	17907047	+
chr1	19282825	-
chr1	19536745	-
chr1	18957499	+
chr1	19812065	-
chr1	19811200	-
chr1	20755286	-
chr1	20126409	-
chr1	21835857	+
chr1	21672033	-
chr1	21503380	-
chr1	21501250	-
chr1	21437875	-
chr1	21113180	-
chr1	22263749	-
chr1	22778343	+
chr1	22379119	+
chr1	22138757	+
chr1	23495350	-
chr1	23751260	-
chr1	23857711	-
chr1	24742244	+
chr1	24513764	-
chr1	24882566	+
chr1	25943958	+
chr1	25747362	-
chr1	25757387	+
chr1	26606212	+
chr1	26737268	+
chr1	26856248	+
chr1	27816677	-
chr1	27648635	+
chr1	27930142	-
chr1	28696092	+
chr1	28832454	+
chr1	28969603	-
chr1	29508636	-
chr1	29563027	+
chr1	31196431	-
chr1	31191618	+
chr1	32385258	-
chr1	32403987	-
chr1	33283175	+
chr1	32573643	+
chr1	33430285	-
chr1	33168360	-
chr1	32757707	+
chr1	33004771	+
chr1	33841193	-
chr1	33938231	+
chr1	34334556	+
chr1	36038970	+
chr1	36396682	+
chr1	35734567	+
chr1	36273827	+
chr1	36023036	-
chr1	36851484	-
chr1	37499843	-
chr1	38273864	-
chr1	38019902	-
chr1	38412728	-
chr1	39325339	-
chr1	40627040	+
chr1	39957317	+
chr1	40254532	-
chr1	41157932	-
chr1	41625604	-
chr1	41628688	-
chr1	41707814	-
chr1	41249683	+
chr1	41627103	-
chr1	42800902	-
chr1	42800635	-
chr1	42801547	-
chr1	42846467	+
chr1	42800885	-
chr1	42501595	-
chr1	42384495	-
chr1	42384377	-
chr1	43638000	+
chr1	43766663	+
chr1	43855555	+
chr1	43253660	+
chr1	44173011	-
chr1	44173217	+
chr1	44412477	+
chr1	44820938	-
chr1	45452360	-
chr1	45672249	-
chr1	45205489	+
chr1	45956839	-
chr1	47069965	-
chr1	46598379	-
chr1	46269284	+
chr1	46664120	-
chr1	46598707	-
chr1	46685976	-
chr1	47533159	+
chr1	47799468	+
chr1	48648099	-
chr1	48937875	-
chr1	50574593	+
chr1	50571963	+
chr1	50513685	+
chr1	50569581	+
chr1	52082545	+
chr1	52344608	-
chr1	51810784	-
chr1	51787937	-
chr1	52343711	-
chr1	51984994	-
chr1	52608045	+
chr1	53192130	+
chr1	53018761	-
chr1	52831876	-
chr1	53308182	+
chr1	54199876	-
chr1	53793820	-
chr1	54304224	-
chr1	54411287	-
chr1	55107426	+
chr1	55013806	+
chr1	54871978	-
chr1	54872091	-
chr1	54665745	-
chr1	57110989	+
chr1	57045256	-
chr1	57431687	-
chr1	57285368	-
chr1	59012445	-
chr1	59775749	+
chr1	60280532	+
chr1	62785082	-
chr1	62208148	+
chr1	63249776	+
chr1	63153968	-
chr1	63782900	-
chr1	64239689	+
chr1	64058946	+
chr1	64059479	+
chr1	64088886	+
chr1	65613231	+
chr1	65432186	-
chr1	65613849	+
chr1	65210777	+
chr1	65730429	+
chr1	65613512	+
chr1	66258855	+
chr1	66458389	+
chr1	66258192	+
chr1	67390569	-
chr1	67520079	-
chr1	67218139	+
chr1	67896122	-
chr1	67632168	+
chr1	68299154	-
chr1	68698283	-
chr1	68962798	-
chr1	68698228	-
chr1	68297970	+
chr1	70385004	+
chr1	70671360	-
chr1	70820416	-
chr1	71513490	-
chr1	74663870	-
chr1	74663895	+
chr1	74701070	+
chr1	75139421	-
chr1	76076798	-
chr1	76262555	+
chr1	77333185	+
chr1	78354199	+
chr1	78245308	+
chr1	78511588	+
chr1	78148342	-
chr1	77748286	+
chr1	77747661	+
chr1	79472494	-
chr1	78695282	+
chr1	82266081	+
chr1	84764048	+
chr1	84609951	+
chr1	84464832	-
chr1	84630064	+
chr1	84543744	+
chr1	84767288	+
chr1	84768333	+
chr1	84630648	+
chr1	84647342	+
chr1	85527992	+
chr1	85358895	-
chr1	85725354	-
chr1	85462795	-
chr1	85930888	-
chr1	86622120	-
chr1	86889768	+
chr1	87380334	+
chr1	89990396	+
chr1	89149921	+
chr1	89664632	-
chr1	90024271	+
chr1	89531042	-
chr1	90286572	+
chr1	90287479	+
chr1	91870425	-
chr1	93257960	-
chr1	92764521	+
chr1	94147384	-
chr1	93913687	+
chr1	93544791	+
chr1	93646280	+
chr1	94883932	+
chr1	95285900	+
chr1	95286099	+
chr1	94586704	-
chr1	95940292	+
chr1	95583478	+
chr1	97187174	+
chr1	98386614	-
chr1	99469831	+
chr1	99127235	+
chr1	100111430	+
chr1	100503788	+
chr1	99729847	+
chr1	100818022	+
chr1	101185195	+
chr1	102462789	-
chr1	103574051	-
chr1	104198301	+
chr1	104068577	+
chr1	104198324	+
chr1	104198140	+
chr1	104198302	+
chr1	108231125	-
chr1	108507544	-
chr1	109656584	+
chr1	109419602	+
chr1	109289284	+
chr1	109584849	-
chr1	109849662	-
chr1	110230417	+
chr1	110753335	+
chr1	110881944	+
chr1	111682837	-
chr1	112106596	-
chr1	113162039	-
chr1	112938799	+
chr1	112531776	-
chr1	113933474	+
chr1	113615830	+
chr1	114399256	+
chr1	115053780	-
chr1	114696471	-
chr1	115212731	-
chr1	114430168	-
chr1	115880856	-
chr1	115632120	-
chr1	116311425	-
chr1	115397454	+
chr1	116519118	+
chr1	117297085	+
chr1	117210313	-
chr1	116915794	+
chr1	117910084	+
chr1	117753548	-
chr1	117544381	+
chr1	118727847	-
chr1	119683294	-
chr1	119911401	+
chr1	120839004	+
chr1	144341754	-
chr1	144340772	-
chr1	143915747	+
chr1	145293370	+
chr1	144995032	-
chr1	145096406	+
chr1	145076185	-
chr1	145209110	+
chr1	144995021	-
chr1	145039991	-
chr1	145611035	+
chr1	145477084	+
chr1	144995081	-
chr1	144997110	-
chr1	146697229	-
chr1	147425566	+
chr1	147610080	-
chr1	147013181	+
chr1	146989698	-
chr1	147624468	-
chr1	147400505	+
chr1	149553002	+
chr1	149279475	+
chr1	150459919	+
chr1	150039341	+
chr1	150738432	-
chr1	150602097	-
chr1	150336989	+
chr1	151512780	+
chr1	151584661	+
chr1	151414680	-
chr1	151254790	+
chr1	151431940	-
chr1	151804347	-
chr1	151798552	-
chr1	153606457	+
chr1	154127591	-
chr1	153895450	-
chr1	154377668	+
chr1	154928566	-
chr1	154842753	-
chr1	154832337	-
chr1	155051347	+
chr1	156084460	+
chr1	155580006	+
chr1	155532323	-
